dataset,window,method,method_label,n_runs,deterministic,mean_test_total_return,run_sd_test_total_return,mean_test_sharpe,run_sd_test_sharpe,mean_test_sortino,run_sd_test_sortino,mean_test_max_drawdown,run_sd_test_max_drawdown,mean_test_calmar,run_sd_test_calmar
portfolio_5stocks2,W5,wma,WMA,1,True,21.791450020770476,0.0,2.2549157439291587,0.0,2.4655029495159875,0.0,10.645255994400873,0.0,4.677521573046225,0.0
portfolio_5stocks2,W5,atr,ATR,1,True,2.703671795525797,0.0,0.41714732266040705,0.0,0.4291983713744417,0.0,15.881738414288945,0.0,0.532848970013276,0.0
portfolio_5stocks2,W5,bollinger,Bollinger Bands,1,True,6.92141911480928,0.0,0.8248963226771115,0.0,0.8883165605289761,0.0,9.793622818490052,0.0,1.9000372333396855,0.0
portfolio_5stocks2,W5,turn_of_month,Turn-of-the-Month,1,True,3.692444852226351,0.0,1.1336942011411042,0.0,0.7706231284879895,0.0,4.201302848345726,0.0,2.146520467990388,0.0
portfolio_5stocks2,W5,xgboost,XGBoost,3,False,-10.895877201016262,2.774040780897285,-1.2801783372840643,0.30816805433787675,-1.2055687157577146,0.27024307132425285,18.447047933476167,2.0311908725301837,-1.379011048625087,0.2560330989486965
portfolio_5stocks2,W6,pbir,PBIR-GIFT,3,False,4.003250909371562,1.4433234706398763,0.9088722503079073,0.2727084880148868,0.8523779443243252,0.2151605550969387,8.788027827182624,0.9059035024187148,1.137599244068692,0.3374010506169423
portfolio_5stocks2,W6,pure_gift,Pure GIFT,3,False,5.075069571383721,1.0685038231187896,1.0676829530847618,0.18021848789777384,0.9915210723102694,0.14862550654019518,8.742482949104081,0.9891975446468408,1.4745827586943576,0.4135877477391609
portfolio_5stocks2,W6,sma,SMA,1,True,8.37363469924146,0.0,1.10462077772469,0.0,1.0651034543964573,0.0,11.970439660152552,0.0,1.7845751619127725,0.0
portfolio_5stocks2,W6,wma,WMA,1,True,9.212324549728512,0.0,1.1372894324535054,0.0,1.058974566722244,0.0,13.526612747949066,0.0,1.737435245769773,0.0
portfolio_5stocks2,W6,atr,ATR,1,True,14.19735093352057,0.0,1.8004198665371287,0.0,1.6823578673932666,0.0,12.288687016977507,0.0,2.7644634804474335,0.0
portfolio_5stocks2,W6,bollinger,Bollinger Bands,1,True,10.754652913736052,0.0,1.4780645143216569,0.0,1.5421599363091192,0.0,13.563394515486271,0.0,1.9419447589031362,0.0
portfolio_5stocks2,W6,turn_of_month,Turn-of-the-Month,1,True,1.2206892808137582,0.0,0.5743327148015794,0.0,0.3363605505540809,0.0,2.476088374530081,0.0,1.2454323166085872,0.0
portfolio_5stocks2,W6,xgboost,XGBoost,3,False,5.42486884173609,1.2947444497264962,0.7633523274539824,0.1624224098096535,0.7683050205162448,0.187872218497171,11.061297007191053,1.9725395579103437,1.3906566909445865,0.563854031402545
